things_id,title,primary_url,other_urls,cluster,topic,proposed_skill,source_type,source_role,quality,actionability,dedupe_group,cluster_reason,second_pass_status,notes
3dmG2U85tSdXyRmBpUTgLp,CSS P3 Farbraum mit Safari Dev Tools,https://css-tricks.com/new-css-color-features-preview/,https://twitter.com/jensimmons/status/1478858248677736454 https://webkit.org/blog/6682/improving-color-on-the-web/ https://twitter.com/ticky/status/1131775548516999168/photo/1,frontend-ui-02.md,p3-wide-gamut-color-preview-safari-devtools-and-color-space-currency,design-system,expert_article,secondary,high,medium,css-tricks-com-new-css-color-features-preview,Wide-gamut/P3 color sources; Twitter links ignored.,secondary,"Secondary for design-system colors: useful historical/currentness source cluster for P3/wide-gamut color and Safari tooling, but Twitter links should be ignored and concrete rules need newer color-space/Baseline documentation."
F8q3w1nmLkSc6SJiFaXgN2,CSS Quotes aus CLDR Daten,http://css-tricks.com/snippets/css/internationalization-language-css/,,frontend-ui-02.md,css-quotes-lang-cldr-localized-punctuation-and-content-typography,i18n,expert_article,secondary,high,medium,css-tricks-com-snippets-css-internationalization-language-css,Narrow but durable CSS language-quote/i18n source.,secondary,"Secondary for i18n with typography/editorial cross-references: narrow durable source for language-dependent quotes and CLDR-driven punctuation via CSS, useful as localized content-polish note rather than core design-system rule."
G6qpQjwaQ8wLy8hefcxBUM,CSS Relative Colors,https://ishadeed.com/article/css-relative-colors/,,frontend-ui-02.md,css-relative-colors-color-mix-derived-tokens-alpha-shades-and-fallbacks,design-system,expert_article,secondary,high,high,ishadeed-com-article-css-relative-colors,Strong CSS relative-colors guide.,primary,"Primary for design-system colors: relative color syntax and color-mix() enable derived tokens, alpha variants, hover shades, image-derived gradients, fallback layering with @supports, and reducing Sass/preprocessor-only color manipulation."
PKAn2UtGhMZx833zTDuwRD,CSS Stärkung Style,https://www.joshwcomeau.com/css/starting-style/,,frontend-ui-02.md,motion-and-transitions,motion-interaction,expert_article,secondary,high,high,www-joshwcomeau-com-css-starting-style,Detailed `@starting-style` transition gotcha source.,primary,Use CSS `@starting-style` as entry-transition guidance with support and fallback checks.
Kuof53aap99153Pe7ng47e,CSS Text balancing with text-wrap:balance - Ahmad Shadeed,https://ishadeed.com/article/css-text-wrap-balance/,,frontend-ui-02.md,text-wrap-balance-headlines-cards-tooltips-modals-and-line-count-limits,typography,expert_article,secondary,high,high,ishadeed-com-article-css-text-wrap-balance,Practical `text-wrap: balance` typography guide.,primary,"Primary for typography with component-development/editorial cross-references: text-wrap: balance can improve headlines, card titles, tooltips, modal titles, and FAQs, but should be limited to short text, understood not to change element width, and checked for whitespace/performance limits."
2uXBZWVyFU41XQ3zscGQGP,CSS-Effekt: Blend-Mode + Isolation,http://tympanus.net/codrops/css_reference/isolation/,https://css-tricks.com/almanac/properties/i/isolation/,frontend-ui-02.md,css-isolation-blend-mode-stacking-context-and-effect-containment,design-system,article_or_reference,secondary,medium,medium,tympanus-net-codrops-css-reference-isolation,Useful `isolation` and blend-mode containment references.,secondary,"Secondary for design-system with visual-effects cross-reference: useful isolation/mix-blend-mode containment reference for preventing backdrop blending leaks and understanding stacking-context side effects, but narrow and older."
8yJXAuViV4kkC3m37QWVwv,CSS-Farbschema-abhängige Farben mit „light-dark()“  |  Articles  |  web.dev,https://web.dev/articles/light-dark?hl=de,,frontend-ui-02.md,light-dark-color-scheme-native-theme-token-switching-and-baseline-support,design-system,official_docs,primary,high,high,web-dev-articles-light-dark-hl-de,Official web.dev `light-dark()` and `color-scheme` source.,primary,"Primary for design-system colors/theming: official web.dev light-dark()/color-scheme source for native light/dark token switching, system color behavior, Baseline status, reduced media-query complexity, and theme-aware color definitions."
Tb378Xb9Q4P6En1cQMtC7h,Data Binding in React,https://www.joshwcomeau.com/react/data-binding/,,frontend-ui-02.md,react-components-and-interop,react-component,expert_article,secondary,high,medium,www-joshwcomeau-com-react-data-binding,Strong React forms/data-binding explainer.,secondary,"Use data-binding guidance to decide controlled, uncontrolled, and derived form state boundaries."
WJZHvbNT4mrzUtGYpQi7op,Databases For Front-End Developers: The Rise Of Serverless Databases (Part 1) — Smashing Magazine,https://www.smashingmagazine.com/2022/08/databases-frontend-developers-rise-serverless-databases/?ck_subscriber_id=1697729046,,performance-security-backend.md,serverless-database-primer,data-architecture,expert_article,secondary,high,medium,www-smashingmagazine-com-2022-08-databases-frontend-developers-rise-serverless-d,"Durable serverless database concepts; route to `s7n-backend-edge-serverless`, not performance.",ignored,"Ignored after second-pass: older serverless database primer, not relevant enough for current skill structure and no clear reusable rule/reference target."
Muu4pHkkHufQv9KiCTjuda,Designing A Better Infinite Scroll — Smashing Magazine,https://www.smashingmagazine.com/2022/03/designing-better-infinite-scroll/,,frontend-ui-02.md,infinite-scroll-list-navigation-and-state-ux,ux-patterns,expert_article,secondary,high,medium,www-smashingmagazine-com-2022-03-designing-better-infinite-scroll,Strong infinite-scroll UX source.,primary,"Primary for UX patterns with component-development cross-reference: infinite scroll vs pagination/load-more, position and URL preservation, footer reachability, focus/keyboard/screenreader handling, announcements, performance, and list/feed component state."
GzmNVTjAuoPnZPDZHvM2so,Designing A Better Language Selector — Smashing Magazine,https://www.smashingmagazine.com/2022/05/designing-better-language-selector/,,frontend-ui-02.md,language-country-currency-and-locale-preference-ux,i18n,expert_article,secondary,high,medium,www-smashingmagazine-com-2022-05-designing-better-language-selector,Strong language-selector UX source.,primary,"Primary for i18n, with UX as secondary lens: language/country/currency/units preferences, avoid forced redirects, decouple inferred presets, allow overrides, make selectors discoverable and accessible, and define component requirements for global preference selectors."
SJwvvggnGGiv4DFzt7ighv,Designing a Utopian layout grid: Working with fluid responsive values in a static design tool. | Utopia,https://utopia.fyi/blog/designing-a-utopian-layout-grid/,,frontend-ui-02.md,fluid-responsive-layout-grid-min-max-design-and-token-handoff,responsive-design,article_or_reference,secondary,medium,medium,utopia-fyi-blog-designing-a-utopian-layout-grid,Useful fluid responsive grid source.,secondary,"Secondary for responsive-design with design-system cross-reference: useful Utopia source for fluid layout grids, min/max design states, spacing/type token handoff, line length, and device-agnostic design-tool setup; keep as design process support rather than normative implementation source."
4Vm7AWykJqnAWxAcSfg5Tb,Designing better target sizes,https://ishadeed.com/article/target-size,,frontend-ui-02.md,target-size-hit-area-and-input-modality,component-development,expert_article,secondary,high,medium,ishadeed-com-article-target-size,Strong target-size accessibility source.,primary,"Primary for component-development with html-accessibility and ux-patterns cross-references: target size, hit area vs visual size, spacing between targets, Fitts law, multi-input/touch contexts, labels as target areas, icon buttons, navigation, pagination, and target-size testing."
JRKL5RRXuJPP6sh4NdDvry,Designing for Long-Form Articles | CSS-Tricks - CSS-Tricks,https://css-tricks.com/designing-for-long-form-articles/,,frontend-ui-02.md,long-form-reading-typography-and-article-layout,editorial-ux,expert_article,secondary,high,medium,css-tricks-com-designing-for-long-form-articles,Useful long-form article layout/design source.,primary,"Primary for editorial-ux and typography: long-form reading layout, font size, line length, line height, link underline styling, semantic article/main markup, skip links, reader mode resilience, image integration, and performance caveats."
QZwsfzjQmjciUPm5WbwrZV,Designing The Perfect Accordion — Smashing Magazine,https://www.smashingmagazine.com/2017/06/designing-perfect-accordion-checklist/,,frontend-ui-02.md,accordion-disclosure-component-interaction-pattern,component-development,expert_article,secondary,high,high,www-smashingmagazine-com-2017-06-designing-perfect-accordion-checklist,Durable accordion UX checklist despite age.,primary,"Primary for component-development: durable accordion/disclosure interaction rules, icon semantics and position, whole-row target behavior, 44x44 touch target, link vs expand recovery, avoid forced auto-scroll, multi-open vs single-open state, and navigation/FAQ/table-detail variants; cross-reference ux-patterns and html-accessibility."
JDbStG1Z3KoGW3jhnejquP,Disable Auto Complete (DOM),https://developer.mozilla.org/en-US/docs/Web/Security/Securing_your_site/Turning_off_form_autocompletion,,frontend-ui-02.md,form-autocomplete-autofill-input-purpose-and-sensitive-fields,forms-ux,official_docs,primary,high,high,developer-mozilla-org-en-us-docs-web-security-securing-your-site-turning-off-for,Official MDN form-autocomplete/security guide.,primary,"Primary for forms-ux: do not disable autocomplete globally; use autocomplete tokens intentionally, preserve input-purpose identification, allow password managers, and disable autocomplete only for temporary or sensitive values such as OTPs, unique identifiers, or CVV-like fields; cross-reference html-accessibility and security/privacy."
A7EtoTHWwtpMvsCnmvKiug,Don't fight the browser preload scanner,https://web.dev/preload-scanner/?utm_source=CSS-Weekly&utm_campaign=Issue-507&utm_medium=email,,frontend-ui-02.md,preload-scanner-resource-discovery-and-lcp,network-performance,official_docs,primary,high,high,web-dev-preload-scanner-utm-source-css-weekly-utm-campaign-issue-507-utm-medium-,Official preload-scanner performance source.,primary,"Primary for network-performance: keep startup resources discoverable in HTML, avoid JS-injected startup scripts, do not lazy-load above-the-fold/LCP images through data-src, avoid hiding LCP images in CSS backgrounds unless preloaded intentionally, and avoid excessive inline/base64 resources that delay discovery and hurt caching; cross-reference component-development, editorial-ux, and media/design-system rules."
8gEgkCSpcPb9mbkafEUxfA,E2E-Testing mit Playwright: Der Weg der Mitte,https://www.heise.de/hintergrund/E2E-Testing-mit-Playwright-Der-Weg-der-Mitte-7310444.html?wt_mc=rss.red.ho.ho.atom.beitrag.beitrag,,testing.md,testing-and-visual-regression,frontend-testing,article_or_reference,secondary,medium,medium,www-heise-de-hintergrund-e2e-testing-mit-playwright-der-weg-der-mitte-7310444-ht,Historical Playwright E2E architecture and Cypress/Selenium comparison source.,secondary,"Use as historical Playwright E2E architecture and Cypress/Selenium comparison context, not current feature matrix."
ABQkEnL4WnaTjUNZH7YxAM,Elastic Overflow Scrolling,https://css-tricks.com/elastic-overflow-scrolling/,,frontend-ui-02.md,product-ui-and-platform-guidance,ux-patterns,expert_article,secondary,high,high,css-tricks-com-elastic-overflow-scrolling,Practical CSS elastic scrolling interaction source.,secondary,Use elastic overflow scrolling source as interaction/platform behavior context.
9p2RqJ1yNp1DAqKmCvEQea,Exklusives Akkordeon  |  CSS and UI  |  Chrome for Developers,https://developer.chrome.com/docs/css-ui/exclusive-accordion?hl=de,,frontend-ui-03.md,native-exclusive-accordion-details-name,component-development,official_docs,primary,high,high,developer-chrome-com-docs-css-ui-exclusive-accordion-hl-de,Official Chrome `<details name>` exclusive accordion guide.,primary,"Primary as technical companion to the Smashing accordion pattern source: use native <details name> for exclusive accordion behavior when only one panel should be open, prefer browser semantics over custom state logic, note browser-support/polyfill considerations, and keep the UX caveat that exclusive accordions can hurt comparison/scanning."
3mPdXbVm2UMorhjirRL7XR,Experimental: components | Playwright,https://playwright.dev/docs/test-components,,frontend-ui-03.md,testing-and-visual-regression,frontend-testing,official_docs,primary,high,high,playwright-dev-docs-test-components,Official Playwright component testing docs; experimental caveat documented.,secondary,Use Playwright component testing as experimental/current-version caveat source.
KHCQBTAuZaX1wJEj3kworS,Fix Color Contrast – Web Accessibility for Text & UI Design - Pimp my Type,https://pimpmytype.com/color-contrast/,,frontend-ui-03.md,color-contrast-text-ui-components-and-token-robustness,design-system,article_or_reference,secondary,medium,high,pimpmytype-com-color-contrast,Practical UI/text color contrast accessibility guide.,primary,"Primary for design-system: color contrast as token, visual hierarchy, and component robustness topic; text contrast, non-text/component contrast, borders/icons/underlines as signifiers, button/input/filter state visibility, and WCAG minimums as floor rather than final design quality; cross-reference typography, component-development, and html-accessibility."
UfdqoAE5AUXKwqtZGqPwXZ,Fluid Typography,https://betterwebtype.com/articles/2019/05/14/the-state-of-fluid-web-typography/,,frontend-ui-03.md,fluid-typography-viewport-units-zoom-and-accessibility-caveats,typography,article_or_reference,secondary,medium,medium,betterwebtype-com-articles-2019-05-14-the-state-of-fluid-web-typography,Durable fluid typography article with accessibility caveats.,secondary,"Secondary for typography: useful historical/context source for fluid type, viewport-unit scaling, controlled type ranges, and accessibility caveats around zoom and user preferences; pair with newer primary sources for clamp(), modern CSS units, and current support."
X9zy2neGFJotVMNt1neCNi,Focus Trap,https://css-tricks.com/there-is-no-need-to-trap-focus-on-a-dialog-element/,,frontend-ui-03.md,native-dialog-focus-management-and-modal-inertness,component-development,expert_article,secondary,high,high,css-tricks-com-there-is-no-need-to-trap-focus-on-a-dialog-element,Useful native dialog focus-management source; verify against current docs before implementation rules.,primary,"Primary for component-development: prefer native <dialog> with showModal() where appropriate, understand built-in inertness/focus behavior, avoid reflexive custom JS focus traps, but still specify/test initial focus, focus return, close/Escape behavior, background content not receiving page focus, iframe/browser edge cases, and the caveat that this does not mean focus management is optional."
5P9g7ariJhS7vPPw9GKFaa,Form Design für Mobile,https://uxplanet.org/building-great-mobile-forms-2fa8e9a258cc#.k5gdyvljy,,frontend-ui-03.md,mobile-form-control-choice-layout-errors-and-touch-ux,forms-ux,article_or_reference,secondary,medium,high,uxplanet-org-building-great-mobile-forms-2fa8e9a258cc-k5gdyvljy,Practical mobile form design guidance.,primary,"Primary for forms-ux: mobile forms should minimize taps, prefer visible segmented controls for small option sets, avoid dropdown-heavy flows, use appropriate binary/range/numeric controls, keep forms single-column on small screens, show inline errors, mark optional fields instead of repeating required markers, group related fields, provide comfortable touch areas, and respect platform conventions; cross-reference component-development and ux-patterns."
TKAxWsA8VEbzoFkewYJ1H8,Form Usability,http://baymard.com/blog/slider-interfaces,,frontend-ui-03.md,slider-range-filter-control-ux-and-input-fallbacks,forms-ux,article_or_reference,secondary,medium,medium,baymard-com-blog-slider-interfaces,Baymard research-backed slider UX requirements.,primary,"Primary for forms-ux: sliders are false simplicity unless implemented carefully; use only for exploratory range/filter interaction, account for non-linear value distributions, make dual handles visually unambiguous, define safe click behavior, always provide text input fallbacks for precise values and degraded motor control, and keep live updates low-latency; cross-reference component-development, ux-patterns, and network-performance."
CcEQuH2bNwhNm49BLayPRz,"From Good To Great In Dashboard Design: Research, Decluttering And Data Viz — Smashing Magazine",https://www.smashingmagazine.com/2021/11/dashboard-design-research-decluttering-data-viz/,,frontend-ui-03.md,product-ui-and-platform-guidance,ux-patterns,expert_article,secondary,high,high,www-smashingmagazine-com-2021-11-dashboard-design-research-decluttering-data-viz,"Strong dashboard UX, decluttering, research, and data-viz guide.",primary,"Use dashboard design source for product UI density, decluttering, research, and data-viz tradeoffs."
DtZcmmnDyYCFnFn16kK8Qe,Frosted Glass Effect,https://css-tricks.com/using-css-backdrop-filter-for-ui-effects/,,frontend-ui-03.md,backdrop-filter-frosted-glass-ui-effects-readability-and-performance-caveats,design-system,expert_article,secondary,high,high,css-tricks-com-using-css-backdrop-filter-for-ui-effects,Practical CSS `backdrop-filter` UI-effects source.,secondary,"Secondary for design-system with visual-effects/component-development cross-references: practical backdrop-filter/frosted-glass UI effect source, useful for caveats around translucency, readability over unknown backgrounds, layering, fallbacks, and performance; not core visual language guidance."
CyyuZUhVNNfkz7RXcrhpJV,Gap is the new Margin – Frontend Masters Boost,https://frontendmasters.com/blog/gap-is-the-new-margin/,,frontend-ui-03.md,component-spacing-gap-vs-margin-and-layout-encapsulation,component-development,expert_article,secondary,high,medium,frontendmasters-com-blog-gap-is-the-new-margin,Useful CSS spacing article comparing `gap` and margin.,primary,"Primary for component-development with design-system/css-layout-responsive cross-references: component internals should avoid leaking external margins; parent layouts should own inter-component spacing through gap/stack/grid utilities, while margin remains a deliberate content-flow tool."
2j6fXQTkFTQk14JKU8fvQZ,Getting Creative With HTML Dialog | CSS-Tricks,https://css-tricks.com/getting-creative-with-html-dialog/,,frontend-ui-03.md,native-dialog-backdrop-styling-valid-state-and-expressive-ui,component-development,expert_article,secondary,high,high,css-tricks-com-getting-creative-with-html-dialog,Practical HTML dialog styling source; pair with accessibility docs.,secondary,"Secondary for component-development: useful expressive styling example for native <dialog>, ::backdrop, backdrop-filter, animations, SVG/image backgrounds, and :has(input:valid) state styling; use only as visual/design-system supplement after stronger dialog semantics, focus, close, labels, and reduced-motion rules."
4W7PqhU6yWzhKBgKEyXER5,Grainy Gradients | CSS-Tricks - CSS-Tricks,https://css-tricks.com/grainy-gradients/,,frontend-ui-04.md,grainy-gradients-svg-noise-texture-gradient-banding-and-subtle-effect-use,design-system,expert_article,secondary,high,high,css-tricks-com-grainy-gradients,Practical CSS/SVG noise-gradient guide.,secondary,"Secondary for design-system with visual-effects cross-reference: useful grain/noise gradient texture source for reducing banding and adding subtle texture, but specialized visual-effect material that should remain optional and constrained by readability/performance."
UwB5V42Y9HiqNWqSvz4YBA,Größer und mehr wenn viel Platz da ist,http://baymard.com/blog/responsive-upscaling,,frontend-ui-04.md,large-screen-responsive-upscaling-same-content-different-packaging,responsive-design,article_or_reference,secondary,medium,medium,baymard-com-blog-responsive-upscaling,Research-backed responsive upscaling article for large screens.,primary,"Primary for responsive-design with UX patterns cross-reference: responsive work should include large screens, not only mobile; adapt the same important content into better large-screen packaging, avoid adding low-value content just because space exists, and balance larger imagery, columns, sticky controls, and overview."
KEuj9jCREMgQEfD2pYJ4rS,Gute Ideen für statisches Layout ,https://www.smashingmagazine.com/2016/08/ways-to-reduce-content-shifting-on-page-load/,,frontend-ui-04.md,layout-stability-content-shift-reserved-space-fonts-media-and-css-loading,network-performance,expert_article,secondary,high,medium,www-smashingmagazine-com-2016-08-ways-to-reduce-content-shifting-on-page-load,Durable layout-stability article.,secondary,"Secondary for network-performance with css-layout-responsive cross-reference: durable layout-stability problem framing for media, widgets, fonts, and late layout CSS, but concrete rules should be paired with current CLS/Core Web Vitals and modern browser guidance."
3rQzahG5KHnXKhJufrcC45,Handling The Indentation of a Treeview Component,https://ishadeed.com/article/tree-view-css-indent/,,frontend-ui-04.md,treeview-indentation-nested-component-layout-and-rtl-resilience,component-development,expert_article,secondary,high,high,ishadeed-com-article-tree-view-css-indent,Strong treeview indentation component-layout guide.,primary,"Primary for component-development with css-layout-responsive/i18n cross-references: treeview indentation is component layout logic; reserve affordance/toggle space, calculate nesting per item, support LTR/RTL, and prefer robust CSS variables/math over fragile parent-child selector chains."
7snEM5KM6NHXf1aMHCpPvB,having too many different image versions significantly reduces the chances of a CDN cache hit.,https://www.smashingmagazine.com/2016/01/responsive-image-breakpoints-generation/,,performance-security-backend.md,responsive-image-breakpoints-cdn-cache-and-variant-tradeoffs,network-performance,expert_article,secondary,high,medium,www-smashingmagazine-com-2016-01-responsive-image-breakpoints-generation,Useful responsive-image breakpoint reasoning for `s7n-web-performance`; old/tool-adjacent caveat documented.,secondary,"Secondary for network-performance: useful responsive image breakpoint reasoning and caveat that too few variants waste bandwidth while too many variants increase storage/processing complexity and reduce CDN cache hit rate; keep as supporting context for srcset/picture/media strategy, paired with newer primary sources."
2s9CgbhTEusPBnW7aQuvuW,Here’s how I use LLMs to help me write code,https://simonwillison.net/2025/Mar/11/using-llms-for-code/,,ai-visual-knowledge.md,typography-color-icons-and-media,processed-decision,article_or_reference,secondary,medium,medium,simonwillison-net-2025-mar-11-using-llms-for-code,Durable Simon Willison practice article for LLM-assisted coding.,ignored,"Deferred/rejected for design-system work: LLM coding workflow source belongs to agent workflow research, not UI design-system guidance."
NizE9fkVjBwjeGJDD2Bs2c,Homepage: CSS Font-Size-Adjust für Gleichmachung Größeneindruck unterschiedlicher Schriften,https://www.sitepoint.com/improve-web-typography-css-font-size-adjust/,,frontend-ui-04.md,react-rendering-and-server-boundaries,typography,article_or_reference,secondary,medium,high,www-sitepoint-com-improve-web-typography-css-font-size-adjust,CSS typography article on `font-size-adjust`; needs current support check.,secondary,Retarget to typography: font-size-adjust supports consistent perceived type sizing across fallback/webfont changes.
9xPV5LuXs2FaoCAzNAKvsd,How I build a button component,https://piccalil.li/blog/how-i-build-a-button-component/?ref=main-rss-feed,,frontend-ui-04.md,button-component-semantics-states-tokens-and-css-api,component-development,expert_article,secondary,high,high,piccalil-li-blog-how-i-build-a-button-component-ref-main-rss-feed,High-quality semantic button component guide.,primary,"Primary for component-development: framework-agnostic button component craft, preserve native <button> semantics, type/state/disabled/focus handling, inline-flex/icon gap/padding/border/radius structure, explicit hover/contrast colors, custom properties as configurable CSS API, and controlled variant complexity; cross-reference design-system, html-accessibility, and forms-ux."
AFU1R3G9xzTNbnepRCd6Y3,How Next.js breaks React Fundamentals (Examples) | Ondrej Velisek,"https://ondrejvelisek.github.io/how-nextjs-breaks-react-fundamentals/?ck_subscriber_id=1866528194&utm_source=convertkit&utm_medium=email&utm_campaign=%E2%9A%9B%EF%B8%8F%20This%20Week%20In%20React%20#178:%20Remix%20and%20Vite,%20Type-safe%20Children,%20Astro%20DB,%20React%20Compiler,%20Firebolt,%20Vitest,%20Composition,%20Remix%20Nitro,%20RSC%20in%20React%20Native,%20TenTap,%20Expo%20Atlas,%20TypeScript,%20Elysia...%20-%2013399704",,js-tooling-04.md,testing-and-visual-regression,react-architecture,article_or_reference,secondary,medium,medium,ondrejvelisek-github-io-how-nextjs-breaks-react-fundamentals-ck-subscriber-id-18,Explanatory React/Next.js article; useful secondary source for React/RSC mental-model guidance.,secondary,Retarget to React architecture: use as framework-boundary caveat source for Next.js vs React fundamentals.
KEXm5g2iL2Vp78TV4tTmsh,How to have the browser pick a contrasting color in CSS | WebKit,https://webkit.org/blog/16929/contrast-color/,,frontend-ui-04.md,contrast-color-css-color-tokens-and-accessible-pairing-caveats,design-system,expert_article,secondary,high,high,webkit-org-blog-16929-contrast-color,Official WebKit `contrast-color()` explainer with accessibility caveats.,primary,"Primary for design-system with tokens/colors cross-references: contrast-color() can simplify color token pairings for black/white foregrounds but does not guarantee accessibility; midtones need manual/perceptual checks, WCAG 2 contrast can diverge from perceived contrast, APCA/WCAG 3 context matters, text size/weight must be considered, and prefers-contrast plus light/dark mode alternatives should be planned."
QzrrbFs1PspCApNApzMHBg,How we’re approaching theming with modern CSS,https://piccalil.li/blog/how-were-approaching-theming-with-modern-css/,,frontend-ui-04.md,typography-color-icons-and-media,design-system,expert_article,secondary,high,high,piccalil-li-blog-how-were-approaching-theming-with-modern-css,Practical modern CSS theming guide.,secondary,"Use modern CSS theming source for token, cascade, and color-scheme architecture tradeoffs."
FSjG6W4nrS1FvNtvR4wb6i,https://css-tricks.com/simplified-fluid-typography/,https://css-tricks.com/simplified-fluid-typography/,,frontend-ui-04.md,typography-color-icons-and-media,typography,expert_article,secondary,high,high,css-tricks-com-simplified-fluid-typography,Practical fluid typography article.,secondary,Use simplified fluid typography as supporting source for clamp-based type scales and zoom caveats.
ASZDqLLAuYWZp37uS9tEnY,https://css-tricks.com/supercharging-built-in-elements-with-web-components-is-easier-than-you-think/,https://css-tricks.com/supercharging-built-in-elements-with-web-components-is-easier-than-you-think/,,frontend-ui-05.md,typography-color-icons-and-media,component-development,expert_article,secondary,high,high,css-tricks-com-supercharging-built-in-elements-with-web-components-is-easier-tha,Practical custom-elements article on extending built-in elements with caveats.,secondary,Use built-in-elements-with-web-components source for progressive enhancement and platform component caveats.
WdF3S4Egk3rDJNUTeiD95N,https://developers.openai.com/api/docs/guides/prompt-guidance/,https://developers.openai.com/api/docs/guides/prompt-guidance/,,ai-visual-knowledge.md,typography-color-icons-and-media,processed-decision,docs,secondary,medium,high,developers-openai-com-api-docs-guides-prompt-guidance,Primary OpenAI prompt guidance for narrow agentic workflow reference.,ignored,Deferred for OpenAI-specific prompting docs; do not fold into UI design-system references.
9aJpJAKmPr21rxGQxKvmBx,https://developers.openai.com/codex/app-server,https://developers.openai.com/codex/app-server,,ai-visual-knowledge.md,typography-color-icons-and-media,processed-decision,docs,secondary,medium,high,developers-openai-com-codex-app-server,Primary Codex app-server docs for product integration workflows.,ignored,Deferred for OpenAI/Codex app-server docs; not design-system source material.
HTeJHBycSFbE7hfZQ6uhs3,https://piccalil.li/blog/use-css-clamp-to-create-a-more-flexible-wrapper-utility/,https://piccalil.li/blog/use-css-clamp-to-create-a-more-flexible-wrapper-utility/,,frontend-ui-05.md,clamp-wrapper-utility-fluid-width-readable-line-length-and-fallback,css-layout-responsive,expert_article,secondary,high,high,piccalil-li-blog-use-css-clamp-to-create-a-more-flexible-wrapper-utility,CSS `clamp()` wrapper utility guide with progressive fallback.,secondary,"Secondary for css-layout-responsive with typography/editorial-ux cross-references: practical clamp() wrapper utility for fluid content width, gutters, line length, and progressive fallback; narrow quick-tip source rather than broad responsive-layout guidance."
TuoM9pdAhh65cwH5sRyxeq,https://shud.in/thoughts/build-bulletproof-react-components,https://shud.in/thoughts/build-bulletproof-react-components,,frontend-ui-05.md,react-components-and-interop,react-component,article_or_reference,secondary,medium,high,shud-in-thoughts-build-bulletproof-react-components,Strong React component resilience guide.,primary,"Use as component resilience guidance for async states, composition, portals, refs, server/client boundaries, and defensive APIs."
XNcRweYAzmPGAcQZN4ijUi,https://storybook.js.org/blog/interaction-testing-with-storybook/,https://storybook.js.org/blog/interaction-testing-with-storybook/,,testing.md,testing-and-visual-regression,frontend-testing,official_docs,primary,high,medium,storybook-js-org-blog-interaction-testing-with-storybook,Durable Storybook interaction-testing concept source.,secondary,Use Storybook play functions and user-facing queries as component interaction tests close to the story state; verify modern package names.
MgYtYmXmAoBUknE4HT95Z8,https://www.joshwcomeau.com/css/full-bleed/,https://www.joshwcomeau.com/css/full-bleed/,,frontend-ui-05.md,full-bleed-grid-wrapper-constrained-reading-column-and-breakout-media,css-layout-responsive,expert_article,secondary,high,high,www-joshwcomeau-com-css-full-bleed,Detailed CSS Grid full-bleed layout source.,primary,"Primary for css-layout-responsive with editorial-ux cross-reference: strong updated full-bleed layout source for constraining readable text columns while allowing media/widgets to break out via CSS Grid, clear wrapper rules, padding tradeoffs, and line-length reasoning."
7AwpfiLoDAXVKCCzF8WKoB,https://www.smashingmagazine.com/2022/01/modern-fluid-typography-css-clamp/,https://www.smashingmagazine.com/2022/01/modern-fluid-typography-css-clamp/,,frontend-ui-05.md,typography-color-icons-and-media,typography,expert_article,secondary,high,medium,www-smashingmagazine-com-2022-01-modern-fluid-typography-css-clamp,Durable fluid typography and `clamp()` article.,primary,Use modern fluid typography with CSS clamp as primary source for responsive type ranges and accessibility caveats.
EQSwrzoCqtcV3cNsDbwiJy,https://www.smashingmagazine.com/2023/10/passkeys-explainer-future-password-less-authentication/,https://www.smashingmagazine.com/2023/10/passkeys-explainer-future-password-less-authentication/,,performance-security-backend.md,passkeys-webauthn-passwordless-authentication-and-login-ux,auth-security,expert_article,secondary,high,medium,www-smashingmagazine-com-2023-10-passkeys-explainer-future-password-less-authent,Primary passkeys/WebAuthn explainer for possible `s7n-security-auth`.,primary,"Primary for auth-security: passkeys/WebAuthn concepts, public/private key authentication, domain-bound phishing resistance, authenticator/WebAuthn/CTAP model, attestation/assertion/challenge flow, public-key storage, and API flow; cross-reference forms-ux for login, fallback, account recovery, and device-sync UX."
PGZDquw6VMTgtZmoUv7ChL,I ported JustHTML from Python to JavaScript with Codex CLI and GPT-5.2 in 4.5 hours,https://simonwillison.net/2025/Dec/15/porting-justhtml/?ref=labnotes.org,,js-tooling-08.md,testing-and-visual-regression,processed-decision,article_or_reference,secondary,medium,high,simonwillison-net-2025-dec-15-porting-justhtml-ref-labnotes-org,Article source on AI-assisted porting with conformance tests and Codex workflow.,ignored,Deferred for agent/Codex workflow research; not frontend-testing skill material.
EZeoRB2JKjAzHqREbUNFUy,I18n with Storybook,https://storybook.js.org/blog/internationalize-components-with-storybook/,,frontend-ui-05.md,testing-and-visual-regression,frontend-testing,official_docs,primary,high,high,storybook-js-org-blog-internationalize-components-with-storybook,"Storybook i18n, locale switcher, and RTL testing workflow.",primary,Use I18n with Storybook as primary source for localized UI state coverage.
QZ1jUa3ZkDh6gzxqSWMFvM,Improved type safety in Storybook 7,https://storybook.js.org/blog/improved-type-safety-in-storybook-7/,,ai-visual-knowledge.md,testing-and-visual-regression,frontend-testing,official_docs,primary,high,high,storybook-js-org-blog-improved-type-safety-in-storybook-7,Keep for future Storybook/testing reference with current-docs caveat.,secondary,Use Storybook type-safety source for story typing and component fixture quality.
